Timestamp,Occupancy,Energy_Consumption_kWh,Temperature_C,Humidity_%,Wind_Speed_kmh,HVAC_Usage
2023-01-01 00:00:00,21,140.4559021486607,22.0,54.96714153011233,10.601749576885856,0
2023-01-01 01:00:00,38,86.1679185344279,22.007172994769537,48.61735698828815,13.602284475380348,0
2023-01-01 02:00:00,3,84.89368459283473,22.014345985848436,56.47688538100692,5.707068871850071,0
2023-01-01 03:00:00,42,85.68989076326956,22.021518969546058,65.23029856408026,18.477579096249283,0
2023-01-01 04:00:00,4,70.73256524965349,22.028691942171772,47.658466252766644,0.0,0
2023-01-01 05:00:00,42,97.76895424477115,22.035864900034944,47.6586304305082,17.277047410860146,0
2023-01-01 06:00:00,4,138.4767411471013,22.04303783944496,65.79212815507391,9.77407235787419,1
2023-01-01 07:00:00,31,108.37575445500512,22.05021075671121,57.67434729152909,15.012899071357971,1
2023-01-01 08:00:00,24,182.72225193688536,22.057383648143084,45.30525614065048,11.819202171463063,1
2023-01-01 09:00:00,32,107.52791773775843,22.064556510050007,55.42560043585965,11.730172054554009,1
2023-01-01 10:00:00,46,56.32087278987681,22.071729338741406,45.365823071875376,12.771272380132604,0
2023-01-01 11:00:00,16,90.08170247354897,22.078902130526725,45.34270246429743,14.045271445438892,1
2023-01-01 12:00:00,15,153.75955831460297,22.08607488171543,52.41962271566034,8.3558458670638,1
2023-01-01 13:00:00,10,143.69675819774278,22.093247588617004,30.86719755342202,15.17399565263118,1
2023-01-01 14:00:00,13,164.09222228241336,22.10042024754096,32.75082167486967,4.577646882106082,1
2023-01-01 15:00:00,11,135.61666378270235,22.10759285479683,44.37712470759027,9.973347133369376,1
2023-01-01 16:00:00,10,99.2258042802904,22.11476540669418,39.87168879665576,14.179849621361384,1
2023-01-01 17:00:00,38,67.04253762869669,22.121937899542587,53.142473325952736,14.975087898079448,0
2023-01-01 18:00:00,4,133.87279760748697,22.129110329651677,40.91975924478789,12.303944241307004,1
2023-01-01 19:00:00,31,120.32929351080071,22.1362826933311,35.87696298664709,8.033037810221321,0
2023-01-01 20:00:00,27,119.00766626507578,22.143454986890543,64.65648768921554,14.483538891843518,1
2023-01-01 21:00:00,48,130.42425518481573,22.150627206639722,47.74223699513465,6.653168804406233,1
2023-01-01 22:00:00,38,167.82755401174757,22.157799348888407,50.67528204687924,18.757045368744556,1
2023-01-01 23:00:00,49,129.06482292416862,22.164971409946386,35.75251813786544,9.57664551250168,0
2023-01-02 00:00:00,26,120.94465950736054,22.17214338612351,44.556172754748175,2.3018715289701976,0
2023-01-02 01:00:00,4,129.31970293746295,22.179315273729653,51.10922589709866,4.02658265991724,0
2023-01-02 02:00:00,17,61.578737218327745,22.186487069074754,38.490064225776976,10.218218184397937,0
2023-01-02 03:00:00,42,72.8019913926832,22.19365876846879,53.75698018345672,10.699126356630266,0
2023-01-02 04:00:00,13,54.45679918400431,22.200830368221784,43.99361310081195,19.84828342475548,0
2023-01-02 05:00:00,42,72.28197707587972,22.20800186464382,47.083062502067236,4.807503311928868,0
2023-01-02 06:00:00,34,157.34200831716575,22.215173254045023,43.98293387770603,10.197310996519654,1
2023-01-02 07:00:00,191,147.7291857504485,22.222344532735583,68.52278184508938,4.702892964589717,1
2023-01-02 08:00:00,60,156.6767069063647,22.229515697025747,49.86502775262066,7.5367257339329825,1
2023-01-02 09:00:00,11,131.783744663671,22.236686743225814,39.422890710440996,18.41986015034669,1
2023-01-02 10:00:00,150,143.9178692616792,22.243857667646147,58.225449121031886,4.318318884220046,1
2023-01-02 11:00:00,169,166.0124729828256,22.251028466597173,37.791563500289776,12.93521212033917,1
2023-01-02 12:00:00,19,112.69863557943332,22.258199136389383,52.08863595004755,11.964536795071957,1
2023-01-02 13:00:00,189,102.91052788175253,22.265369673333332,30.403298761202244,9.879142868208957,0
2023-01-02 14:00:00,16,156.67810809907135,22.27254007373965,36.71813951101569,12.597183115958687,1
2023-01-02 15:00:00,144,86.02201153607373,22.279710333919024,51.96861235869123,4.199898090283557,1
2023-01-02 16:00:00,12,104.98561740078081,22.28688045018223,57.38466579995411,18.281612539017786,1
2023-01-02 17:00:00,97,143.23500885112628,22.294050418840104,51.7136828118997,19.624227475617605,1
2023-01-02 18:00:00,13,84.14511431261494,22.30122023620357,48.843517176117594,10.235523488796566,0
2023-01-02 19:00:00,97,131.62626287624903,22.30838989858362,46.98896304410711,22.115530653067772,1
2023-01-02 20:00:00,43,179.23305801072286,22.315559402291328,35.214780096325725,8.004860342250398,1
2023-01-02 21:00:00,22,165.3231598685871,22.322728743637853,42.801557916052914,12.0021599692814,1
2023-01-02 22:00:00,17,175.3118481194752,22.32989791893443,45.393612290402125,17.159445318872567,1
2023-01-02 23:00:00,7,87.48824324071576,22.337066924492397,60.57122226218915,7.704977698885452,0
2023-01-03 00:00:00,9,74.37807446319366,22.344235756623156,53.43618289568462,3.0922547056028087,0
2023-01-03 01:00:00,20,127.95714097109018,22.351404411638214,32.36959844637266,1.9414146719057293,0
2023-01-03 02:00:00,26,133.5025558191718,22.358572885849167,53.24083969394795,20.304132819513292,0
2023-01-03 03:00:00,46,107.67507244390362,22.365741175567695,46.149177195836835,7.354876746806111,0
2023-01-03 04:00:00,22,143.36465225935626,22.372909277105585,43.23077999694041,9.071316182907507,0
2023-01-03 05:00:00,29,149.64840106599138,22.380077186774713,56.11676288840868,4.436179608394728,0
2023-01-03 06:00:00,42,128.6929984265744,22.387244900887055,60.30999522495951,14.741696396645942,1
2023-01-03 07:00:00,188,134.11879800932866,22.394412415754694,59.31280119116199,6.092200703877076,1
2023-01-03 08:00:00,175,172.83757062116817,22.401579727689803,41.607824767773614,7.54368486169339,1
2023-01-03 09:00:00,6,181.65065166311953,22.40874683300467,46.907876241487855,11.497602097080803,1
2023-01-03 10:00:00,133,115.11484094369085,22.41591372801169,53.31263431403564,4.679770363772137,1
2023-01-03 11:00:00,145,155.07353542294754,22.423080409023356,59.75545127122359,9.107088652428873,1
2023-01-03 12:00:00,119,129.02153830744294,22.43024687235228,45.2082576215471,17.01104794751635,0
2023-01-03 13:00:00,117,137.26640496406438,22.437413114311187,48.14341023336183,12.141271987584316,1
2023-01-03 14:00:00,6,109.34093331824504,22.444579131212905,38.93665025993972,10.652711462141792,0
2023-01-03 15:00:00,101,127.47001960917069,22.451744919370388,38.037933759193294,11.074323547319326,1
2023-01-03 16:00:00,94,179.2182679796934,22.458910475096705,58.125258223941984,8.05432452011718,1
2023-01-03 17:00:00,194,139.25792829348862,22.466075794705045,63.56240028570823,19.980761598774627,0
2023-01-03 18:00:00,96,189.35697905772645,22.473240874508715,49.27989878419666,5.9392143473296635,1
2023-01-03 19:00:00,50,113.79694631565854,22.480405710821152,60.03532897892024,11.05463080981965,1
2023-01-03 20:00:00,11,55.00325846246244,22.487570299955912,53.61636025047634,10.575127831714036,0
2023-01-03 21:00:00,44,179.277172829589,22.49473463822668,43.54880245394876,15.043812535665676,1
2023-01-03 22:00:00,16,90.51906414700115,22.501898721947274,53.61395605508414,15.515869693968199,0
2023-01-03 23:00:00,40,71.16562476171256,22.509062547431636,65.38036566465969,9.839905977564646,0
2023-01-04 00:00:00,14,59.868968246494724,22.516226110993845,49.64173960890049,11.453332465565248,0
2023-01-04 01:00:00,23,103.44029951531228,22.523389408948116,65.64643655814007,11.642673769569742,0
2023-01-04 02:00:00,26,66.31923796372664,22.530552437608797,23.802548959102555,0.0,0
2023-01-04 03:00:00,1,106.50557557643793,22.53771519329038,58.21902504375224,2.0550519876111224,0
2023-01-04 04:00:00,9,123.39436243676829,22.54487767230749,50.870470682381715,6.974681546390147,0
2023-01-04 05:00:00,46,110.73052953048997,22.552039870974898,47.009926495341325,7.192006618115656,0
2023-01-04 06:00:00,12,140.490253497928,22.559201785607524,50.91760776535502,4.003587890179339,0
2023-01-04 07:00:00,136,113.48490727573152,22.566363412520424,30.124310853991073,13.74791285686815,1
2023-01-04 08:00:00,128,125.77021398436302,22.573524748028813,47.80328112162488,10.010592105087362,1
2023-01-04 09:00:00,48,72.05679544168989,22.580685788448047,53.57112571511746,8.926527263065815,0
2023-01-04 10:00:00,102,180.56099539313382,22.58784653009364,64.77894044741517,3.719223627463066,1
2023-01-04 11:00:00,102,167.95967805398288,22.595006969281254,44.81729781726352,9.777275678776057,1
2023-01-04 12:00:00,115,138.72062110799135,22.602167102326714,41.91506397106812,0.0,1
2023-01-04 13:00:00,190,139.88626407590638,22.609326925545993,44.982429564154636,9.185218445970795,1
